listing_id,platform,city,state,brand,model,variant,manufacturing_year,kilometers_driven,engine_capacity_cc,mileage_kmpl,transmission,fuel_type,number_of_owners,seller_type,warranty_status,insurance_validity,scraped_date,raw_price
PW_IND_14893,BikeDekho,Hyderabad,Telangana,Honda,Hornet 2.0,ABS,2014,106208,184.0,42.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-16,"22,000"
PW_IND_15089,BikeDekho,Chennai,Tamil Nadu,Hero,Glamour,Disc,2017,48215,125.0,55.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,2026-02-25,"₹ 19,900"
PW_IND_19388,CarTrade,Delhi-NCR,Delhi,KTM,Duke 390,Gen-3 Dark Galvano,2023,29457,373.0,28.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-08-25,"₹ 174,000.00"
PW_IND_14813,BikeDekho,Chennai,Tamil Nadu,Royal Enfield,Hunter 350,Metro Rebel,2016,59510,349.0,36.0,Manual,Petrol,4th Owner,Dealer,No Warranty,Third-Party,2026-08-21,"₹25,600"
PW_IND_11031,OLX,Delhi-NCR,Delhi,KTM,Duke 200,Electronic Orange,2019,49617,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-06-15,"₹ 84,200.00"
PW_IND_13274,Quikr,Hyderabad,Telangana,Bajaj,Avenger Cruise 220,Standard,2017,94144,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-02-26,"₹ 33,900.00"
PW_IND_13340,Quikr,Chennai,Tamil Nadu,Hero,Passion Pro,Drum,2017,111501,113.0,60.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-01-21,"15,000"
PW_IND_17337,Droom,Mumbai,Maharashtra,Hero,HF Deluxe,Kick Start,2020,39666,97.0,68.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Third-Party,2026-06-11,"₹28,400"
PW_IND_13903,Quikr,Delhi-NCR,Delhi,Hero,Splendor Plus,Self Start i3S,2020,68743,97.0,65.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-08-13,"₹ 20,000.00"
PW_IND_17461,Droom,Delhi-NCR,Delhi,Honda,Unicorn,Standard,2022,28827,160.0,50.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,2026-07-14,"73,900"
PW_IND_10989,OLX,Ahmedabad,Gujarat,Suzuki,Gixxer 250,Dual ABS,2019,62925,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-28,77900
PW_IND_18594,Bikes24,Bengaluru,Karnataka,Suzuki,Gixxer 250,Dual ABS,2017,82306,249.0,35.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-08-17,76300
PW_IND_14634,BikeDekho,Delhi-NCR,Delhi,Royal Enfield,Meteor 350,Supernova,2018,65706,349.0,36.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-02-16,"₹ 51,400"
PW_IND_15405,BikeDekho,Bengaluru,Karnataka,Yamaha,RayZR 125,Fi Hybrid,2018,70289,125.0,54.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-11,"₹ 28,400"
PW_IND_14713,BikeDekho,Pune,Maharashtra,Honda,Activa 125,Disc,2013,170755,124.0,50.0,Automatic,Petrol,3rd Owner,Dealer,No Warranty,Third-Party,2026-05-18,"₹15,000"
PW_IND_14216,BikeDekho,Delhi-NCR,Delhi,Hero,Xpulse 200,4V Rally,2015,83809,200.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-02-14,"₹25,400"
PW_IND_18874,Bikes24,Kolkata,West Bengal,TVS,NTORQ 125,Race XP,2015,97014,125.0,47.0,Automatic,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-08-23,"₹ 24,400"
PW_IND_19136,CarTrade,Ahmedabad,Gujarat,Suzuki,Gixxer SF 150,Standard ABS,2018,81700,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-13,"35,800"
PW_IND_12443,OLX,Pune,Maharashtra,Royal Enfield,Meteor 350,Supernova,2019,54630,349.0,36.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-04-07,"₹ 93,600.00"
PW_IND_18399,Bikes24,Lucknow,Uttar Pradesh,Royal Enfield,Meteor 350,Supernova,2024,23301,349.0,36.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-07-21,"₹184,700"
PW_IND_16168,BikeWale,Bengaluru,Karnataka,TVS,Apache RTR 200,4V Dual ABS,2018,87086,198.0,39.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-06-14,"38,500"
PW_IND_14005,BikeDekho,Jaipur,Rajasthan,Suzuki,Access 125,Ride Connect,2020,43320,124.0,52.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-05-22,"₹ 41,300.00"
PW_IND_16496,BikeWale,Hyderabad,Telangana,Honda,Unicorn,Standard,2020,42613,160.0,50.0,Manual,Petrol,2nd Owner,Individual,6 Months Warranty,Comprehensive,2026-02-19,"₹45,700"
PW_IND_14624,BikeDekho,Jaipur,Rajasthan,Hero,Xpulse 200,4V Rally,2023,31696,200.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-07-22,89000
PW_IND_12493,OLX,Bengaluru,Karnataka,Yamaha,MT-15,V2 MotoGP,2016,58072,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-08,"₹ 44,200.00"
PW_IND_15143,BikeDekho,Ahmedabad,Gujarat,KTM,RC 200,GP Edition,2015,90501,199.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-04-22,43000
PW_IND_19528,CarTrade,Bengaluru,Karnataka,Hero,Glamour,Disc,2019,52586,125.0,55.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-07-15,"32,300"
PW_IND_16385,BikeWale,Jaipur,Rajasthan,Royal Enfield,Meteor 350,Supernova,2017,93110,349.0,36.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-05-17,"₹38,600"
PW_IND_16090,BikeWale,Lucknow,Uttar Pradesh,KTM,RC 200,GP Edition,2021,68754,199.0,32.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-05-26,"₹ 70,600"
PW_IND_17570,Droom,Lucknow,Uttar Pradesh,Bajaj,Platina 100,ES Drum,2021,28988,102.0,72.0,Manual,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Third-Party,2026-03-03,24900
PW_IND_19135,CarTrade,Bengaluru,Karnataka,Honda,Activa 6G,DLX,2012,122200,110.0,55.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-01-20,"₹ 15,000"
PW_IND_15924,BikeWale,Pune,Maharashtra,Bajaj,Pulsar 150,Twin Disc,2018,100374,149.0,48.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Third-Party,2026-08-06,"₹ 25,700.00"
PW_IND_14053,BikeDekho,Bengaluru,Karnataka,Yamaha,FZ-S FI,V4 Deluxe,2012,187334,149.0,45.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,,2026-04-11,19700
PW_IND_18790,Bikes24,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2017,110252,373.0,28.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-06-03,"₹107,200"
PW_IND_17316,Droom,Delhi-NCR,Delhi,Bajaj,Pulsar NS200,Dual Channel ABS,2019,74734,199.0,40.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,2026-02-24,"₹ 46,300"
PW_IND_17369,Droom,Kolkata,West Bengal,TVS,NTORQ 125,Race XP,2019,56742,125.0,47.0,Automatic,Petrol,1st Owner,Certified Dealer,No Warranty,Third-Party,2026-08-24,"51,100"
PW_IND_16098,BikeWale,Jaipur,Rajasthan,Suzuki,Access 125,Ride Connect,2021,47580,124.0,52.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-03-15,"₹ 45,800"
PW_IND_18288,Bikes24,Lucknow,Uttar Pradesh,KTM,RC 200,GP Edition,2019,57414,199.0,32.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-02-26,"115,900"
PW_IND_17087,Droom,Lucknow,Uttar Pradesh,Hero,Splendor Plus,Self Start i3S,2021,52152,97.0,65.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-02-26,29600
PW_IND_10072,OLX,Kolkata,West Bengal,Royal Enfield,Classic 350,Dual Channel ABS,2017,109106,349.0,35.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,,2026-04-20,"42,800"
PW_IND_15704,BikeDekho,Delhi-NCR,Delhi,Hero,Splendor Plus,Self Start i3S,2014,66731,97.0,65.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Comprehensive,2026-08-17,"₹ 15,000"
PW_IND_12209,OLX,Lucknow,Uttar Pradesh,Hero,Passion Pro,Drum,2013,171571,,60.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-09,"₹15,000"
PW_IND_14040,BikeDekho,Pune,Maharashtra,TVS,Sport,ES,2019,60301,,70.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-08-24,19900
PW_IND_19541,CarTrade,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2021,32407,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-23,"₹ 49,300.00"
PW_IND_15041,BikeDekho,Chennai,Tamil Nadu,KTM,Duke 200,Electronic Orange,2017,46621,199.0,33.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Third-Party,2026-08-01,56100
PW_IND_13771,Quikr,Hyderabad,Telangana,Suzuki,Gixxer SF 150,Standard ABS,2012,95497,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-04,"₹19,200"
PW_IND_12854,OLX,Delhi-NCR,Delhi,Honda,CB Shine,SP,2023,34166,125.0,58.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-07-05,50900
PW_IND_16501,BikeWale,Pune,Maharashtra,Hero,Xpulse 200,4V Rally,2025,4972,200.0,40.0,Manual,Petrol,4th Owner,Individual,No Warranty,Expired,2026-08-01,"83,500"
PW_IND_19743,CarTrade,Mumbai,Maharashtra,Suzuki,Access 125,Ride Connect,2025,7865,,52.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-24,"₹99,900"
PW_IND_16447,BikeWale,Jaipur,Rajasthan,Bajaj,Avenger Cruise 220,Standard,2017,76976,220.0,38.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Third-Party,2026-04-01,"26,400"
PW_IND_15568,BikeDekho,Lucknow,Uttar Pradesh,Honda,Activa 125,Disc,2020,45435,124.0,50.0,Automatic,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,2026-08-25,"₹ 38,000.00"
PW_IND_18206,Bikes24,Pune,Maharashtra,TVS,Apache RTR 200,4V Dual ABS,2017,101329,198.0,39.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Comprehensive,2026-06-22,"₹ 51,200.00"
PW_IND_17350,Droom,Delhi-NCR,Delhi,Yamaha,MT-15,V2 MotoGP,2020,71808,155.0,44.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-01-06,"₹ 96,400"
PW_IND_12572,OLX,Mumbai,Maharashtra,Hero,Passion Pro,Drum,2016,112015,113.0,60.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-08,17200
PW_IND_13695,Quikr,Delhi-NCR,Delhi,Yamaha,MT-15,V2 MotoGP,2018,43688,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-04-11,"₹ 52,200.00"
PW_IND_10592,OLX,Pune,Maharashtra,Royal Enfield,Bullet 350,Standard ES,2017,112039,346.0,38.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Expired,2026-02-26,"₹35,300"
PW_IND_19492,CarTrade,Pune,Maharashtra,Suzuki,Burgman Street,EX,2019,46143,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-08,"₹44,400"
PW_IND_11741,OLX,Hyderabad,Telangana,Bajaj,Dominar 400,Touring Edition,2020,39664,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-06-23,"121,300"
PW_IND_15975,BikeWale,Jaipur,Rajasthan,Bajaj,Pulsar NS200,Dual Channel ABS,2017,42470,199.0,40.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-07-28,30000
PW_IND_10441,OLX,Chennai,Tamil Nadu,Bajaj,Dominar 400,Touring Edition,2021,28531,373.0,,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-06-04,"₹ 140,400.00"
PW_IND_11453,OLX,Jaipur,Rajasthan,TVS,Apache RTR 200,4V Dual ABS,2025,8652,198.0,39.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-02-17,"₹ 162,100.00"
PW_IND_14382,BikeDekho,Ahmedabad,Gujarat,TVS,Raider 125,Split Seat,2021,37348,125.0,57.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-03-10,"₹ 52,500.00"
PW_IND_19266,CarTrade,Jaipur,Rajasthan,KTM,Duke 200,Electronic Orange,2015,85019,199.0,33.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-03-10,"₹31,700"
PW_IND_16818,BikeWale,Hyderabad,Telangana,Bajaj,Avenger Cruise 220,Standard,2020,55937,220.0,38.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-06-21,"72,100"
PW_IND_15070,BikeDekho,Bengaluru,Karnataka,Bajaj,Dominar 400,Touring Edition,2021,43490,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-04-18,"₹145,200"
PW_IND_19370,CarTrade,Bengaluru,Karnataka,Royal Enfield,Meteor 350,Supernova,2022,30862,349.0,36.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-01-06,"139,900"
PW_IND_10599,OLX,Delhi-NCR,Delhi,Suzuki,Burgman Street,EX,2020,45036,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-04-14,"45,300"
PW_IND_15648,BikeDekho,Hyderabad,Telangana,TVS,NTORQ 125,Race XP,2016,96971,125.0,47.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-07-03,"₹ 22,600.00"
PW_IND_15472,BikeDekho,Pune,Maharashtra,Suzuki,Gixxer 250,Dual ABS,2020,80276,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-05-22,"₹ 58,200"
PW_IND_12059,OLX,Kolkata,West Bengal,TVS,NTORQ 125,Race XP,2019,51983,125.0,47.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-08,"₹ 38,300.00"
PW_IND_10098,OLX,Pune,Maharashtra,KTM,Duke 390,Gen-3 Dark Galvano,2016,62866,373.0,28.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-05-15,"₹ 61,400"
PW_IND_12055,OLX,Kolkata,West Bengal,Hero,Splendor Plus,Self Start i3S,2018,71864,97.0,65.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-02-01,"19,800"
PW_IND_14273,BikeDekho,Kolkata,West Bengal,Bajaj,Pulsar NS200,Dual Channel ABS,2020,53141,199.0,40.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-18,"₹61,000"
PW_IND_11232,OLX,Chennai,Tamil Nadu,Bajaj,Dominar 400,Touring Edition,2019,88188,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-23,"₹ 60,000"
PW_IND_18522,Bikes24,Chennai,Tamil Nadu,Bajaj,Platina 100,ES Drum,2018,73120,102.0,72.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-07-24,"₹ 37,200.00"
PW_IND_19317,CarTrade,Bengaluru,Karnataka,Bajaj,Pulsar 125,Neon,2018,71175,125.0,52.0,Manual,Petrol,4th Owner,Individual,No Warranty,Expired,2026-02-18,"20,700"
PW_DUP_20217,OLX,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2015,78885,373.0,27.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-08-15,"₹ 70,300"
PW_IND_11200,OLX,Lucknow,Uttar Pradesh,Yamaha,Aerox 155,Version S,2018,86052,155.0,,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-18,33700
PW_IND_11777,OLX,Delhi-NCR,Delhi,Royal Enfield,Himalayan,Pine Green,2015,88816,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-03-24,"37,900"
PW_IND_10184,OLX,Lucknow,Uttar Pradesh,Yamaha,MT-15,V2 MotoGP,2013,157153,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-02-09,"₹ 20,200"
PW_IND_11154,OLX,Lucknow,Uttar Pradesh,Yamaha,FZ-S FI,V4 Deluxe,2013,108891,149.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-05-09,"16,600"
PW_IND_17423,Droom,Ahmedabad,Gujarat,Royal Enfield,Bullet 350,Standard ES,2018,77436,346.0,38.0,Manual,Petrol,4th Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-07-12,"54,800"
PW_IND_12183,OLX,Pune,Maharashtra,TVS,Raider 125,Split Seat,2013,73291,125.0,57.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Third-Party,2026-08-23,"₹ 15,000.00"
PW_IND_17439,Droom,Bengaluru,Karnataka,Hero,Glamour,Disc,2018,76772,125.0,55.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Third-Party,2026-06-04,24100
PW_IND_12078,OLX,Hyderabad,Telangana,TVS,Apache RTR 200,4V Dual ABS,2019,57590,198.0,39.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-05-11,"₹ 57,200.00"
PW_IND_11829,OLX,Kolkata,West Bengal,Royal Enfield,Classic 350,Dual Channel ABS,2021,38650,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-16,"₹ 123,300"
PW_IND_18370,Bikes24,Hyderabad,Telangana,TVS,Sport,ES,2020,70160,110.0,70.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Expired,2026-03-15,"₹ 33,300"
PW_IND_11109,OLX,Kolkata,West Bengal,Yamaha,FZ-S FI,V4 Deluxe,2020,37520,149.0,45.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Expired,2026-04-15,48000
PW_IND_13115,Quikr,Kolkata,West Bengal,Yamaha,RayZR 125,Fi Hybrid,2018,60645,125.0,,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-14,"26,300"
PW_IND_13422,Quikr,Hyderabad,Telangana,Royal Enfield,Himalayan,Pine Green,2025,8425,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-02-05,"235,200"
PW_IND_12343,OLX,Jaipur,Rajasthan,TVS,Apache RTR 160,4V Special Edition,2022,46870,160.0,45.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-04-12,"70,100"
PW_IND_10891,OLX,Bengaluru,Karnataka,Hero,Glamour,Disc,2021,54601,125.0,55.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-04-11,"₹ 44,200.00"
PW_IND_19418,CarTrade,Lucknow,Uttar Pradesh,Yamaha,MT-15,V2 MotoGP,2016,71885,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-15,36900
PW_IND_16142,BikeWale,Bengaluru,Karnataka,Bajaj,Pulsar 150,Twin Disc,2016,59733,149.0,48.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Comprehensive,2026-04-13,"50,900"
PW_IND_15211,BikeDekho,Delhi-NCR,Delhi,Hero,Glamour,Disc,2019,53032,125.0,55.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-01-02,"₹32,400"
PW_IND_19160,CarTrade,Pune,Maharashtra,Yamaha,MT-15,V2 MotoGP,2021,49818,155.0,44.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-07-15,"₹ 92,900.00"
PW_IND_12185,OLX,Jaipur,Rajasthan,KTM,Duke 200,Electronic Orange,2018,75897,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-06-20,"56,400"
PW_IND_10266,OLX,Ahmedabad,Gujarat,Bajaj,Pulsar 125,Neon,2018,51608,125.0,52.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-04-24,"₹19,500"
PW_IND_18432,Bikes24,Delhi-NCR,Delhi,Royal Enfield,Bullet 350,Standard ES,2019,65620,346.0,38.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-08-20,"89,200"
PW_IND_12653,OLX,Mumbai,Maharashtra,Yamaha,FZ-S FI,V4 Deluxe,2020,45994,149.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-20,62900
PW_IND_14089,BikeDekho,Ahmedabad,Gujarat,Yamaha,R15 V4,M Edition,2022,42399,155.0,40.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-01-08,"₹98,500"
PW_IND_16368,BikeWale,Lucknow,Uttar Pradesh,KTM,RC 390,Factory Racing,2018,48403,373.0,27.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Third-Party,2026-07-15,"131,600"
PW_IND_18164,Droom,Jaipur,Rajasthan,Suzuki,Gixxer SF 150,Standard ABS,2021,49638,155.0,45.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-08-23,"₹88,000"
PW_IND_10283,OLX,Lucknow,Uttar Pradesh,Suzuki,Access 125,Ride Connect,2015,104421,124.0,52.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Expired,2026-08-17,"₹ 16,700.00"
PW_IND_17957,Droom,Lucknow,Uttar Pradesh,Honda,Hornet 2.0,ABS,2021,27404,184.0,42.0,Manual,Petrol,4th Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-02-11,"₹ 72,600"
PW_IND_14240,BikeDekho,Hyderabad,Telangana,Royal Enfield,Classic 350,Dual Channel ABS,2016,70472,349.0,35.0,Manual,Petrol,3rd Owner,Dealer,No Warranty,Third-Party,2026-05-12,"₹38,600"
PW_IND_11264,OLX,Chennai,Tamil Nadu,TVS,Sport,ES,2017,53913,110.0,70.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-13,15500
PW_IND_15920,BikeWale,Jaipur,Rajasthan,Yamaha,RayZR 125,Fi Hybrid,2019,56363,125.0,54.0,Automatic,Petrol,1st Owner,Individual,6 Months Warranty,Comprehensive,2026-06-27,"₹ 42,000.00"
PW_IND_10665,OLX,Kolkata,West Bengal,Hero,Glamour,Disc,2021,34429,125.0,55.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-14,"₹ 42,900.00"
PW_IND_16452,BikeWale,Jaipur,Rajasthan,Suzuki,Gixxer 250,Dual ABS,2015,91179,249.0,35.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Comprehensive,2026-04-27,"₹53,600"
PW_IND_17462,Droom,Chennai,Tamil Nadu,Honda,Unicorn,Standard,2021,32710,160.0,50.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-03-07,"82,100"
PW_IND_11039,OLX,Hyderabad,Telangana,Yamaha,Aerox 155,Version S,2020,53185,155.0,42.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-07-03,"72,200"
PW_DUP_20071,Quikr,Ahmedabad,Gujarat,Honda,CB Shine,SP,2023,22595,125.0,58.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-15,"₹53,000"
PW_IND_12473,OLX,Ahmedabad,Gujarat,Suzuki,Gixxer SF 150,Standard ABS,2021,49386,155.0,45.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-07-24,"71,400"
PW_IND_13264,Quikr,Pune,Maharashtra,Honda,CB Shine,SP,2019,77883,125.0,58.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-01-24,"₹ 22,900"
PW_IND_19536,CarTrade,Bengaluru,Karnataka,TVS,NTORQ 125,Race XP,2017,82962,125.0,47.0,Automatic,Petrol,4th Owner,Individual,No Warranty,Expired,2026-02-23,19400
PW_IND_10852,OLX,Chennai,Tamil Nadu,Royal Enfield,Meteor 350,Supernova,2022,31861,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-01-23,"₹ 163,100.00"
PW_IND_12877,OLX,Kolkata,West Bengal,Royal Enfield,Himalayan,Pine Green,2018,100365,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-05,"₹ 59,000"
PW_IND_17654,Droom,Pune,Maharashtra,Hero,Glamour,Disc,2022,41308,125.0,55.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-03-26,"71,700"
PW_IND_13611,Quikr,Mumbai,Maharashtra,TVS,Apache RTR 200,4V Dual ABS,2020,61341,198.0,39.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-03-27,59600
PW_IND_16349,BikeWale,Kolkata,West Bengal,Royal Enfield,Hunter 350,Metro Rebel,2021,39026,349.0,36.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-15,"90,500"
PW_IND_11885,OLX,Kolkata,West Bengal,Suzuki,Gixxer SF 150,Standard ABS,2020,54640,155.0,45.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-04-09,"54,100"
PW_IND_14287,BikeDekho,Delhi-NCR,Delhi,Bajaj,Platina 100,ES Drum,2016,117232,102.0,72.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-01-07,"₹ 15,000"
PW_IND_17950,Droom,Hyderabad,Telangana,Hero,HF Deluxe,Kick Start,2024,20850,97.0,68.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-01-01,53400
PW_IND_14970,BikeDekho,Lucknow,Uttar Pradesh,Hero,HF Deluxe,Kick Start,2021,54461,97.0,68.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-04-24,"₹ 20,400"
PW_IND_19103,CarTrade,Chennai,Tamil Nadu,TVS,NTORQ 125,Race XP,2014,145501,125.0,47.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-26,"16,300"
PW_IND_19634,CarTrade,Lucknow,Uttar Pradesh,TVS,Jupiter,ZX SmartXonnect,2025,9740,110.0,56.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-01-15,"83,500"
PW_IND_10138,OLX,Lucknow,Uttar Pradesh,TVS,Apache RTR 160,4V Special Edition,2023,17785,160.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-28,81700
