listing_id,platform,city,state,brand,model,variant,manufacturing_year,vehicle_age,kilometers_driven,engine_capacity_cc,mileage_kmpl,transmission,fuel_type,number_of_owners,seller_type,warranty_status,insurance_validity,listed_price,price_per_cc,price_per_km,expected_market_price,price_difference,price_ratio,price_category
PW_IND_16735,BikeWale,Ahmedabad,Gujarat,Hero,Xpulse 200,4V Rally,2022,4,33330,200.0,40.0,Manual,Petrol,4th Owner,Individual,6 Months Warranty,Third-Party,55100.0,275.5,1.653,64100.0,-9000.0,0.86,Underpriced
PW_IND_19858,CarTrade,Jaipur,Rajasthan,Hero,Splendor Plus,Self Start i3S,2024,2,23104,97.0,65.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,37800.0,389.69,1.636,49100.0,-11300.0,0.77,Underpriced
PW_IND_14130,BikeDekho,Pune,Maharashtra,Royal Enfield,Bullet 350,Standard ES,2017,9,96795,346.0,38.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Expired,69300.0,200.29,0.716,57200.0,12100.0,1.212,Overpriced
PW_IND_11159,OLX,Lucknow,Uttar Pradesh,Yamaha,FZ-S FI,V4 Deluxe,2021,5,45303,149.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,66800.0,448.32,1.474,61700.0,5100.0,1.083,Fairly Priced
PW_IND_11975,OLX,Lucknow,Uttar Pradesh,KTM,Duke 200,Electronic Orange,2021,5,26542,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,94800.0,476.38,3.572,105900.0,-11100.0,0.895,Underpriced
PW_IND_14225,BikeDekho,Bengaluru,Karnataka,Royal Enfield,Bullet 350,Standard ES,2018,8,75764,346.0,38.0,Manual,Petrol,4th Owner,Individual,No Warranty,Third-Party,33400.0,96.53,0.441,47000.0,-13600.0,0.711,Underpriced
PW_IND_14958,BikeDekho,Bengaluru,Karnataka,Hero,Splendor Plus,Self Start i3S,2017,9,117735,97.0,65.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Expired,26500.0,273.2,0.225,21000.0,5500.0,1.262,Overpriced
PW_IND_11582,OLX,Kolkata,West Bengal,Royal Enfield,Bullet 350,Standard ES,2017,9,48262,346.0,38.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,49400.0,142.77,1.024,58500.0,-9100.0,0.844,Underpriced
PW_IND_10254,OLX,Chennai,Tamil Nadu,Bajaj,Pulsar 125,Neon,2017,9,67843,125.0,52.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,19800.0,158.4,0.292,25400.0,-5600.0,0.78,Underpriced
PW_IND_12678,OLX,Kolkata,West Bengal,Royal Enfield,Himalayan,Pine Green,2021,5,32815,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,120300.0,292.7,3.666,121000.0,-700.0,0.994,Fairly Priced
PW_IND_10220,OLX,Hyderabad,Telangana,KTM,Duke 200,Electronic Orange,2020,6,32595,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,102600.0,515.58,3.148,101500.0,1100.0,1.011,Fairly Priced
PW_IND_13020,Quikr,Pune,Maharashtra,Royal Enfield,Hunter 350,Metro Rebel,2017,9,58353,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,42900.0,122.92,0.735,59400.0,-16500.0,0.722,Underpriced
PW_IND_14983,BikeDekho,Lucknow,Uttar Pradesh,Yamaha,R15 V4,M Edition,2020,6,66137,155.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Comprehensive,93300.0,601.94,1.411,81000.0,12300.0,1.152,Overpriced
PW_IND_17216,Droom,Hyderabad,Telangana,Hero,Glamour,Disc,2025,1,10229,125.0,55.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,87000.0,696.0,8.504,79300.0,7700.0,1.097,Fairly Priced
PW_IND_19925,CarTrade,Delhi-NCR,Delhi,Honda,Activa 125,Disc,2021,5,39771,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,44600.0,359.68,1.121,44400.0,200.0,1.005,Fairly Priced
PW_IND_10756,OLX,Kolkata,West Bengal,Royal Enfield,Bullet 350,Standard ES,2016,10,82397,346.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,39200.0,113.29,0.476,46900.0,-7700.0,0.836,Underpriced
PW_IND_10228,OLX,Mumbai,Maharashtra,TVS,Sport,ES,2019,7,72993,110.0,70.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,21400.0,194.55,0.293,26600.0,-5200.0,0.805,Underpriced
PW_IND_18433,Bikes24,Chennai,Tamil Nadu,Suzuki,Gixxer SF 150,Standard ABS,2017,9,80238,155.0,45.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,36900.0,238.06,0.46,41400.0,-4500.0,0.891,Underpriced
PW_IND_13806,Quikr,Delhi-NCR,Delhi,Yamaha,MT-15,V2 MotoGP,2023,3,15232,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,111000.0,716.13,7.287,113000.0,-2000.0,0.982,Fairly Priced
PW_IND_19882,CarTrade,Bengaluru,Karnataka,Bajaj,Pulsar 150,Twin Disc,2015,11,94419,149.0,48.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,26400.0,177.18,0.28,30500.0,-4100.0,0.866,Underpriced
PW_IND_16918,BikeWale,Chennai,Tamil Nadu,Honda,CB Shine,SP,2020,6,58146,125.0,58.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Comprehensive,46200.0,369.6,0.795,42200.0,4000.0,1.095,Fairly Priced
PW_IND_16303,BikeWale,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2023,3,23003,125.0,52.0,Manual,Petrol,3rd Owner,Certified Dealer,No Warranty,Third-Party,62600.0,500.8,2.721,53300.0,9300.0,1.174,Overpriced
PW_IND_19296,CarTrade,Pune,Maharashtra,KTM,RC 200,GP Edition,2021,5,37019,199.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,123500.0,620.6,3.336,123200.0,300.0,1.002,Fairly Priced
PW_IND_15372,BikeDekho,Mumbai,Maharashtra,KTM,RC 200,GP Edition,2019,7,62396,199.0,32.0,Manual,Petrol,3rd Owner,Dealer,No Warranty,Comprehensive,62200.0,312.56,0.997,73800.0,-11600.0,0.843,Underpriced
PW_IND_11385,OLX,Mumbai,Maharashtra,Bajaj,Pulsar 150,Twin Disc,2016,10,103619,149.0,48.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,19200.0,128.86,0.185,24100.0,-4900.0,0.797,Underpriced
PW_IND_19891,CarTrade,Chennai,Tamil Nadu,TVS,Apache RTR 200,4V Dual ABS,2023,3,30354,198.0,39.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,102000.0,515.15,3.36,102100.0,-100.0,0.999,Fairly Priced
PW_IND_13962,Quikr,Chennai,Tamil Nadu,Suzuki,Access 125,Ride Connect,2019,7,63051,124.0,52.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,38900.0,313.71,0.617,36600.0,2300.0,1.063,Fairly Priced
PW_IND_10593,OLX,Hyderabad,Telangana,KTM,Duke 200,Electronic Orange,2019,7,86845,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,59400.0,298.49,0.684,76100.0,-16700.0,0.781,Underpriced
PW_IND_16836,BikeWale,Chennai,Tamil Nadu,TVS,Apache RTR 200,4V Dual ABS,2018,8,83554,198.0,39.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,40000.0,202.02,0.479,50500.0,-10500.0,0.792,Underpriced
PW_IND_10449,OLX,Kolkata,West Bengal,Hero,HF Deluxe,Kick Start,2022,4,41389,97.0,68.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,35300.0,363.92,0.853,35600.0,-300.0,0.992,Fairly Priced
PW_IND_10461,OLX,Ahmedabad,Gujarat,Yamaha,Aerox 155,Version S,2021,5,27427,155.0,42.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,88200.0,569.03,3.216,84800.0,3400.0,1.04,Fairly Priced
PW_IND_13448,Quikr,Bengaluru,Karnataka,Bajaj,Platina 100,ES Drum,2019,7,42144,102.0,72.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,26200.0,256.86,0.622,32100.0,-5900.0,0.816,Underpriced
PW_IND_10298,OLX,Kolkata,West Bengal,KTM,RC 390,Factory Racing,2017,9,87541,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,78300.0,209.92,0.894,94900.0,-16600.0,0.825,Underpriced
PW_IND_19052,CarTrade,Ahmedabad,Gujarat,Bajaj,Dominar 400,Touring Edition,2019,7,70672,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,68300.0,183.11,0.966,92200.0,-23900.0,0.741,Underpriced
PW_IND_14183,BikeDekho,Mumbai,Maharashtra,KTM,Duke 200,Electronic Orange,2017,9,111719,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,51700.0,259.8,0.463,57600.0,-5900.0,0.898,Underpriced
PW_IND_12218,OLX,Hyderabad,Telangana,Honda,Hornet 2.0,ABS,2019,7,56637,184.0,42.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,47600.0,258.7,0.84,51800.0,-4200.0,0.919,Fairly Priced
PW_IND_10752,OLX,Kolkata,West Bengal,TVS,NTORQ 125,Race XP,2016,10,62681,125.0,47.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,19200.0,153.6,0.306,24800.0,-5600.0,0.774,Underpriced
PW_IND_15247,BikeDekho,Mumbai,Maharashtra,KTM,Duke 200,Electronic Orange,2022,4,30677,199.0,33.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,161600.0,812.06,5.268,129700.0,31900.0,1.246,Overpriced
PW_IND_17204,Droom,Bengaluru,Karnataka,Yamaha,MT-15,V2 MotoGP,2020,6,48562,155.0,44.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,118300.0,763.23,2.436,101800.0,16500.0,1.162,Overpriced
PW_IND_14274,BikeDekho,Kolkata,West Bengal,TVS,Apache RTR 200,4V Dual ABS,2021,5,43749,198.0,39.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,79200.0,400.0,1.81,76600.0,2600.0,1.034,Fairly Priced
PW_IND_17397,Droom,Chennai,Tamil Nadu,Bajaj,Pulsar 150,Twin Disc,2016,10,77388,149.0,48.0,Manual,Petrol,3rd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,40600.0,272.48,0.525,31700.0,8900.0,1.281,Overpriced
PW_IND_10612,OLX,Ahmedabad,Gujarat,Royal Enfield,Bullet 350,Standard ES,2018,8,66092,346.0,38.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,38100.0,110.12,0.576,50300.0,-12200.0,0.757,Underpriced
PW_IND_10327,OLX,Lucknow,Uttar Pradesh,KTM,RC 390,Factory Racing,2019,7,60467,373.0,27.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,71000.0,190.35,1.174,99500.0,-28500.0,0.714,Underpriced
PW_IND_15781,BikeDekho,Delhi-NCR,Delhi,Bajaj,Pulsar 125,Neon,2020,6,51112,125.0,52.0,Manual,Petrol,4th Owner,Certified Dealer,No Warranty,Third-Party,32300.0,258.4,0.632,27700.0,4600.0,1.166,Overpriced
PW_IND_11546,OLX,Mumbai,Maharashtra,Royal Enfield,Himalayan,Pine Green,2019,7,48069,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,91700.0,223.11,1.908,103100.0,-11400.0,0.889,Underpriced
PW_IND_16026,BikeWale,Lucknow,Uttar Pradesh,Yamaha,MT-15,V2 MotoGP,2021,5,55769,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,79600.0,513.55,1.427,83300.0,-3700.0,0.956,Fairly Priced
PW_IND_10313,OLX,Hyderabad,Telangana,TVS,Apache RTR 160,4V Special Edition,2019,7,43145,160.0,45.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,59900.0,374.38,1.388,57200.0,2700.0,1.047,Fairly Priced
PW_IND_17764,Droom,Pune,Maharashtra,Royal Enfield,Meteor 350,Supernova,2017,9,52778,349.0,36.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,105300.0,301.72,1.995,84300.0,21000.0,1.249,Overpriced
PW_IND_14567,BikeDekho,Bengaluru,Karnataka,Bajaj,Pulsar 125,Neon,2018,8,83093,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,30800.0,246.4,0.371,33300.0,-2500.0,0.925,Fairly Priced
PW_IND_11387,OLX,Hyderabad,Telangana,Honda,Hornet 2.0,ABS,2019,7,89058,184.0,42.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,41900.0,227.72,0.47,46200.0,-4300.0,0.907,Fairly Priced
PW_IND_15660,BikeDekho,Jaipur,Rajasthan,TVS,Raider 125,Split Seat,2023,3,33289,125.0,57.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,66700.0,533.6,2.004,62800.0,3900.0,1.062,Fairly Priced
PW_IND_14620,BikeDekho,Jaipur,Rajasthan,Bajaj,Pulsar NS200,Dual Channel ABS,2018,8,46403,199.0,40.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,35800.0,179.9,0.771,43100.0,-7300.0,0.831,Underpriced
PW_IND_15203,BikeDekho,Bengaluru,Karnataka,Honda,CB Shine,SP,2016,10,139400,125.0,58.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Comprehensive,29200.0,233.6,0.209,23600.0,5600.0,1.237,Overpriced
PW_IND_17159,Droom,Ahmedabad,Gujarat,Honda,Hornet 2.0,ABS,2017,9,114915,184.0,42.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,53000.0,288.04,0.461,44700.0,8300.0,1.186,Overpriced
PW_IND_16895,BikeWale,Bengaluru,Karnataka,Royal Enfield,Bullet 350,Standard ES,2017,9,86940,346.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,54400.0,157.23,0.626,59700.0,-5300.0,0.911,Fairly Priced
PW_IND_16328,BikeWale,Delhi-NCR,Delhi,Honda,CB Shine,SP,2016,10,79768,125.0,58.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Third-Party,28700.0,229.6,0.36,23100.0,5600.0,1.242,Overpriced
PW_IND_12807,OLX,Bengaluru,Karnataka,KTM,Duke 390,Gen-3 Dark Galvano,2013,13,140117,373.0,28.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,45600.0,122.25,0.325,60100.0,-14500.0,0.759,Underpriced
PW_IND_15865,BikeWale,Chennai,Tamil Nadu,KTM,Duke 390,Gen-3 Dark Galvano,2018,8,52101,373.0,28.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,77900.0,208.85,1.495,121900.0,-44000.0,0.639,Underpriced
PW_IND_10230,OLX,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2025,1,6058,373.0,28.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,258600.0,693.3,42.68,240400.0,18200.0,1.076,Fairly Priced
PW_IND_11926,OLX,Ahmedabad,Gujarat,Hero,HF Deluxe,Kick Start,2023,3,25451,97.0,68.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,38200.0,393.81,1.501,43800.0,-5600.0,0.872,Underpriced
PW_IND_10094,OLX,Jaipur,Rajasthan,Bajaj,Platina 100,ES Drum,2020,6,61820,102.0,72.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,20500.0,200.98,0.332,25500.0,-5000.0,0.804,Underpriced
PW_IND_19320,CarTrade,Bengaluru,Karnataka,Royal Enfield,Classic 350,Dual Channel ABS,2019,7,43229,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,113600.0,325.5,2.628,107400.0,6200.0,1.058,Fairly Priced
PW_IND_16642,BikeWale,Mumbai,Maharashtra,Suzuki,Access 125,Ride Connect,2022,4,23344,124.0,52.0,Automatic,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,50900.0,410.48,2.18,52100.0,-1200.0,0.977,Fairly Priced
PW_IND_18761,Bikes24,Kolkata,West Bengal,Honda,Activa 125,Disc,2017,9,92765,124.0,50.0,Automatic,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,25300.0,204.03,0.273,29300.0,-4000.0,0.863,Underpriced
PW_IND_19590,CarTrade,Kolkata,West Bengal,Honda,CB Shine,SP,2017,9,92577,125.0,58.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,18800.0,150.4,0.203,23700.0,-4900.0,0.793,Underpriced
PW_IND_15717,BikeDekho,Kolkata,West Bengal,Yamaha,Aerox 155,Version S,2020,6,45313,155.0,42.0,Automatic,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,58700.0,378.71,1.295,60400.0,-1700.0,0.972,Fairly Priced
PW_IND_18926,Bikes24,Pune,Maharashtra,Suzuki,Gixxer SF 150,Standard ABS,2018,8,74329,155.0,45.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Expired,60400.0,389.68,0.813,50700.0,9700.0,1.191,Overpriced
PW_IND_19343,CarTrade,Delhi-NCR,Delhi,KTM,Duke 390,Gen-3 Dark Galvano,2021,5,58515,373.0,28.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,131300.0,352.01,2.244,147600.0,-16300.0,0.89,Underpriced
PW_IND_16039,BikeWale,Bengaluru,Karnataka,Bajaj,Pulsar 125,Neon,2017,9,84578,125.0,52.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,22200.0,177.6,0.262,26200.0,-4000.0,0.847,Underpriced
PW_IND_13418,Quikr,Hyderabad,Telangana,Hero,HF Deluxe,Kick Start,2025,1,7829,97.0,68.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,36100.0,372.16,4.61,51100.0,-15000.0,0.706,Underpriced
PW_IND_19786,CarTrade,Jaipur,Rajasthan,Royal Enfield,Himalayan,Pine Green,2016,10,100761,411.0,32.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Expired,38500.0,93.67,0.382,44500.0,-6000.0,0.865,Underpriced
PW_IND_13376,Quikr,Hyderabad,Telangana,Yamaha,RayZR 125,Fi Hybrid,2018,8,57224,125.0,54.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,30200.0,241.6,0.528,34300.0,-4100.0,0.88,Underpriced
PW_IND_17311,Droom,Jaipur,Rajasthan,Honda,Hornet 2.0,ABS,2024,2,24336,184.0,42.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,133500.0,725.54,5.485,114300.0,19200.0,1.168,Overpriced
PW_IND_10185,OLX,Jaipur,Rajasthan,TVS,Raider 125,Split Seat,2019,7,84172,125.0,57.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,25200.0,201.6,0.299,34800.0,-9600.0,0.724,Underpriced
PW_IND_17002,Droom,Bengaluru,Karnataka,Bajaj,Pulsar NS200,Dual Channel ABS,2018,8,80964,199.0,40.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,70100.0,352.26,0.866,65200.0,4900.0,1.075,Fairly Priced
PW_IND_17598,Droom,Jaipur,Rajasthan,Bajaj,Pulsar NS200,Dual Channel ABS,2024,2,19467,199.0,40.0,Manual,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,110200.0,553.77,5.661,103400.0,6800.0,1.066,Fairly Priced
PW_IND_16151,BikeWale,Pune,Maharashtra,Hero,Glamour,Disc,2020,6,55933,125.0,55.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,35800.0,286.4,0.64,35800.0,0.0,1.0,Fairly Priced
PW_IND_16726,BikeWale,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2012,14,128445,373.0,27.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,39000.0,104.56,0.304,46200.0,-7200.0,0.844,Underpriced
PW_IND_10478,OLX,Lucknow,Uttar Pradesh,TVS,Raider 125,Split Seat,2020,6,69922,125.0,57.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,29900.0,239.2,0.428,35000.0,-5100.0,0.854,Underpriced
PW_IND_10167,OLX,Bengaluru,Karnataka,Hero,Splendor Plus,Self Start i3S,2018,8,80427,97.0,65.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,19700.0,203.09,0.245,25000.0,-5300.0,0.788,Underpriced
PW_IND_17152,Droom,Pune,Maharashtra,Yamaha,R15 V4,M Edition,2021,5,49488,155.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Third-Party,122500.0,790.32,2.475,102600.0,19900.0,1.194,Overpriced
PW_IND_11325,OLX,Mumbai,Maharashtra,Yamaha,Aerox 155,Version S,2023,3,25528,155.0,42.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Expired,108300.0,698.71,4.242,97200.0,11100.0,1.114,Overpriced
PW_IND_19484,CarTrade,Jaipur,Rajasthan,TVS,Apache RTR 160,4V Special Edition,2025,1,10251,160.0,45.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,104900.0,655.62,10.232,98500.0,6400.0,1.065,Fairly Priced
PW_IND_17305,Droom,Delhi-NCR,Delhi,TVS,Jupiter,ZX SmartXonnect,2021,5,56502,110.0,56.0,Automatic,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,56100.0,510.0,0.993,45500.0,10600.0,1.233,Overpriced
PW_IND_14056,BikeDekho,Pune,Maharashtra,Honda,Hornet 2.0,ABS,2015,11,81975,184.0,42.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,30900.0,167.93,0.377,35400.0,-4500.0,0.873,Underpriced
PW_IND_10663,OLX,Lucknow,Uttar Pradesh,Suzuki,Gixxer 250,Dual ABS,2015,11,68994,249.0,35.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,34900.0,140.16,0.506,41300.0,-6400.0,0.845,Underpriced
PW_IND_11100,OLX,Mumbai,Maharashtra,Royal Enfield,Himalayan,Pine Green,2020,6,51713,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,119600.0,291.0,2.313,113200.0,6400.0,1.057,Fairly Priced
PW_IND_10413,OLX,Lucknow,Uttar Pradesh,TVS,Apache RTR 200,4V Dual ABS,2022,4,50296,198.0,39.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,69100.0,348.99,1.374,70700.0,-1600.0,0.977,Fairly Priced
PW_IND_16869,BikeWale,Ahmedabad,Gujarat,Yamaha,RayZR 125,Fi Hybrid,2021,5,34760,125.0,54.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,45300.0,362.4,1.303,49500.0,-4200.0,0.915,Fairly Priced
PW_IND_16292,BikeWale,Delhi-NCR,Delhi,Royal Enfield,Bullet 350,Standard ES,2019,7,69217,346.0,38.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Third-Party,72400.0,209.25,1.046,61400.0,11000.0,1.179,Overpriced
PW_IND_14539,BikeDekho,Jaipur,Rajasthan,Yamaha,Aerox 155,Version S,2016,10,67311,155.0,42.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Expired,36100.0,232.9,0.536,42300.0,-6200.0,0.853,Underpriced
PW_IND_14442,BikeDekho,Ahmedabad,Gujarat,Honda,Activa 6G,DLX,2020,6,72071,110.0,55.0,Automatic,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,28000.0,254.55,0.389,32900.0,-4900.0,0.851,Underpriced
PW_IND_13212,Quikr,Bengaluru,Karnataka,TVS,Apache RTR 200,4V Dual ABS,2015,11,81945,198.0,39.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,34800.0,175.76,0.425,40600.0,-5800.0,0.857,Underpriced
PW_IND_16243,BikeWale,Delhi-NCR,Delhi,KTM,Duke 200,Electronic Orange,2020,6,42696,199.0,33.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,90200.0,453.27,2.113,87800.0,2400.0,1.027,Fairly Priced
PW_IND_12750,OLX,Jaipur,Rajasthan,Yamaha,MT-15,V2 MotoGP,2022,4,33867,155.0,44.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,99800.0,643.87,2.947,89200.0,10600.0,1.119,Overpriced
PW_IND_17639,Droom,Jaipur,Rajasthan,Hero,Xpulse 200,4V Rally,2021,5,43986,200.0,40.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,70800.0,354.0,1.61,80300.0,-9500.0,0.882,Underpriced
PW_IND_19476,CarTrade,Lucknow,Uttar Pradesh,Royal Enfield,Meteor 350,Supernova,2021,5,33559,349.0,36.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,116900.0,334.96,3.483,100200.0,16700.0,1.167,Overpriced
PW_IND_12676,OLX,Ahmedabad,Gujarat,Royal Enfield,Classic 350,Dual Channel ABS,2021,5,44935,349.0,35.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,97600.0,279.66,2.172,104600.0,-7000.0,0.933,Fairly Priced
PW_IND_15919,BikeWale,Delhi-NCR,Delhi,KTM,Duke 390,Gen-3 Dark Galvano,2025,1,9076,373.0,28.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,216500.0,580.43,23.851,230800.0,-14300.0,0.938,Fairly Priced
PW_IND_17557,Droom,Kolkata,West Bengal,Royal Enfield,Bullet 350,Standard ES,2020,6,59514,346.0,38.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,99900.0,288.73,1.679,87600.0,12300.0,1.14,Overpriced
PW_IND_13971,Quikr,Hyderabad,Telangana,Honda,Hornet 2.0,ABS,2019,7,68363,184.0,42.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,39500.0,214.67,0.578,56600.0,-17100.0,0.698,Underpriced
PW_IND_11851,OLX,Lucknow,Uttar Pradesh,Suzuki,Gixxer 250,Dual ABS,2019,7,70992,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,51000.0,204.82,0.718,71000.0,-20000.0,0.718,Underpriced
PW_IND_12354,OLX,Lucknow,Uttar Pradesh,Bajaj,Pulsar 150,Twin Disc,2022,4,26592,149.0,48.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,73600.0,493.96,2.768,68100.0,5500.0,1.081,Fairly Priced
PW_IND_17900,Droom,Ahmedabad,Gujarat,KTM,Duke 390,Gen-3 Dark Galvano,2018,8,93863,373.0,28.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,146700.0,393.3,1.563,116500.0,30200.0,1.259,Overpriced
PW_IND_15676,BikeDekho,Bengaluru,Karnataka,Bajaj,Avenger Cruise 220,Standard,2022,4,22079,220.0,38.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,92400.0,420.0,4.185,88600.0,3800.0,1.043,Fairly Priced
PW_IND_12646,OLX,Delhi-NCR,Delhi,Honda,Hornet 2.0,ABS,2018,8,52368,184.0,42.0,Manual,Petrol,4th Owner,Individual,No Warranty,Comprehensive,26300.0,142.93,0.502,32600.0,-6300.0,0.807,Underpriced
